spotify_id,song,artist,theme
4X5AOZrw0Ff9quWzmr8ftt,Sunset in July,311,rebellion
6jVJHmucTirmwVJdwg71OP,And A Ways To Go,311,loss
2dLAN4OozcSRpuNtVXJtnz,Hey You,311,heartbreak
6h5fzBVkcK0pqPN5eQnWSV,Golden Sunlight,311,desire
103INN5AYjwTetUYLI2uS5,Too Much Too Fast,311,desire
2kqSe5PPeLBNxjeiUaCUti,Never Ending Summer,311,desire
66FYmIiiQeybfECuFfa4vv,Two Drops In The Ocean,311,desire
6yOPX1S5NZ247ewTwAUYgC,Something Out Of Nothing,311,desire
4lerRZGMqsCHr66RGo1Ytk,My Heart Sings,311,inspiration
38O8twCjd0qrh7GweNVBHp,Thank Your Lucky Stars,311,desire
7kd2IakWDyB4vkLOQCXDQF,Frolic Room,311,desire
0MxIsMykufohrTVx6gNxF9,Solar Flare,311,desire
5XVHRFwT8TdDtABWYV9mhe,Long For The Flowers,311,rebellion
7BMsdMOIzoBwTzKn1qCNOc,Getting Through To Her,311,rebellion
30yDjfSKruHpjLISybYbdh,Whiskey And Wine,311,inspiration
7JFW6SQ2bl8jcnTOe9bisZ,It's Getting OK Now,311,loss
0hZQJ5YLFbIAjAozuXLnP8,There's Always An Excuse,311,desire
5hd0Wm1LuAvo3msLCvqvA6,Down,311,inspiration
3p6VOdsqF0GPnNFoBd0x88,Flowing,311,greed
2eXybTEWeIc8y4WMJQwL6l,All Mixed Up,311,desire
51UtgWS4z1eMPuLQOzPtNH,Amber,311,heartbreak
7LG5qAX1r73gafhxvzu28K,Come Original,311,loss
42xfNojkD14nnVltUJ2MRf,Beautiful Disaster,311,escapism
5bS8yckaN26o92LOeC9CK0,Creatures (For a While),311,desperation
0zFzX35M0ZjMjWuemPiluU,Do You Right,311,desperation
5CTbNtv2J3SnCv2EtX0zvW,I'll Be Here While,311,desperation
4uDyDNNm17tpD7YJhjQl97,You Wouldn't Believe,311,desire
1EAyT437VxVnF4U2EI6Spe,Don't Stay Home,311,desire
490Ondk1vbkXznOpqRlZOz,Homebrew,311,inspiration
6pqjhO9cDziDKLK0Oejaqz,Beyond the Gray Sky,311,desire
3mtukCAgd0mE260QcBfXAX,Love Song,311,desire
7065M7GFGUGrfIs9fKICAM,Sick Tight,311,loss
3BKVw29hyMoEYMI2HH7nAx,You Wouldn't Believe,311,desire
7EMWCOqZLlZyzLe5TVrILt,Full Ride,311,desire
1KYDNafBPlfVqfwfSRYls1,I Told Myself,311,desire
4cSSUpptr7r125fK5nRJhP,Champagne,311,desire
2KAfir4rYPp52o9NzAbjZZ,Hostile Apostle,311,desire
5m2KEaQbDf3OQRiuGG9YtJ,Wake Your Mind Up,311,rebellion
6Fe3Flc9SjE03pqwD6PVQl,Amber,311,heartbreak
0KZ0qu6kEhVruGG0eXOK9v,Uncalm,311,heartbreak
1mHZhWJu6RVJhyu3USZdI5,I'll Be Here While,311,desperation
3VP2BG499sqKXo3f0Cct7J,Freeze Time,311,rebellion
4HcgoL4KNExj5LgmmFCj0D,Come Original,311,loss
6pus0UjezVUhUbB0m0faQm,Large In The Margin,311,greed
7eoWEwVUJAIr9CjK9UZNsj,Flowing,311,greed
52haIktp7XPqdfnRRi3Yq4,Can't Fade Me,311,desire
5yAaNbboVSwDCHThogIbxP,Life's Not A Race,311,loss
0YvvSz15Wnc6PmHYy0KcEf,Strong All Along,311,desire
6OqRH1Hu3NsYeigbVmVCcu,Eons,311,desire
5kew37U5hM3V9D65RWOye2,Prisoner,311,desire
0LtsuNRz3IMRrHCYO9fKRk,Beautiful Disaster,311,escapism
0Ad93Ruu1wGsmwOKa3at9f,Inner Light Spectrum,311,rebellion
3nbFLdwlbUREwisT9VfKut,What Was I Thinking,311,desire
1wAUM8F740gEZTyUiafTF3,Use Of Time,311,rebellion
7rn2tNsU2OgHE34PDFWKso,The Continuous Life,311,desire
4P3OOVXnOjbgfvEvuiupDj,Creature Feature,311,desire
5EOGvfbwZB7xuw6HwRXsLD,Rub a Dub,311,desire
3GrmgrePBvD6eThHWGZ73S,Starshines,311,family
2hIiQV8VG5TnfOdfBB7ovF,Stealing Happy Hours,311,desire
4Uq5TL72LsfsbThygdCHyT,Homebrew,311,inspiration
2JFOi1m1TO2E6lRnPQTVug,8:16 A.M.,311,desire
0kD1j1yVuagqofnTB8vs6t,Omaha Stylee,311,loss
41xw9dKs2B4SE6PyMhD8HN,Taiyed,311,desire
6pfAktrPIReXJMLVEFWvLX,Let Your Hair Down - Main,702,family
7ecOjXV0WlewEXaRo2kLNn,I Still Love You,702,love
5WVGugnVfu4umuRzBltuLs,Stringing Me Along,702,desire
7DsYOiZjucsKMBBoN823TA,"Blah, Blah, Blah, Blah",702,desire
2eBRHwViH9G87cYHeyWviu,Better Day (Ghetto Girl),702,desire
4VSyH8AkIt3kaR5xIPFVVi,Where My Girls At,702,heartbreak
7lrb8HhlINBFnwBif7pD0i,You'll Just Never Know,702,desire
1a5qcT0F4OIxNKxrtRcemG,Tell Your Girl,702,desire
0rWjhsQWZlvA2I4KMRIQlh,Gotta Leave,702,heartbreak
2ts6qEpY0uRs8899sIpjfn,Don't Go Breaking My Heart,702,rebellion
7pfm2SPFWlx3YhKPpFJjaM,What More Can He Do,702,desire
7BrDkcHwdyUVKIO3QS8dQP,Will You Be OK,702,desire
4sfTaffr4GE0gnrSUgL2qJ,Get Down Like Dat,702,inspiration
5OQO6NEs89flntUWPtXUiG,Steelo,702,heartbreak
4oSxtaBnETlbbY1mYxKzob,Show You My Love,702,desperation
5Jv0xtOTbjkJI9li5WC2fF,All I Want,702,desire
0JyiHcLV1KgCBJsP4SAKSJ,Word Iz Bond,702,desire
4eDCsyIHTSu3cQZ5wDIyP7,Get It Together,702,heartbreak
2amULVMQ2c6HlklSfXVNKE,Finding My Way,702,greed
54zhDsAZ3VZvNzKD62niOi,Boys In The Gang,999,desire
0Atug4mWd6C10PQLUvL0E1,Must Be The Moon,!!! (Chk Chk Chk),desire
5zfg3qZOcjS4IFhazNk9PW,Yadnus,!!! (Chk Chk Chk),loss
5PRM1a5qRJpsFzkz8VyRUY,Bend Over Beethoven,!!! (Chk Chk Chk),desire
4ZJGobiy4ayWSdKfoqMRlX,Handy,"""Weird Al"" Yankovic",desperation
37cY8HOyrpSc3QbeHQBc3C,Lame Claim to Fame,"""Weird Al"" Yankovic",desire
0WJTdVboKc2KI1DzzAWyYM,Foil,"""Weird Al"" Yankovic",desire
2cMQ8NDfKUCnTVnMndFEge,Sports Song,"""Weird Al"" Yankovic",desire
4JqQWAr47pGEoaMArpA7Z3,Word Crimes,"""Weird Al"" Yankovic",heartbreak
4zrFUqfb57yiRbVGUCeM6H,My Own Eyes,"""Weird Al"" Yankovic",inspiration
5mN0UUIKMVtnfsW8lhwzqY,NOW That's What I Call Polka!,"""Weird Al"" Yankovic",desire
6qtiyGOzgHIfIX4wJmit2g,Mission Statement,"""Weird Al"" Yankovic",loss
6UtYhM8FwONx3G4C413WIp,Inactive,"""Weird Al"" Yankovic",heartbreak
740yKLJWt6JI14mthJOIyu,First World Problems,"""Weird Al"" Yankovic",desire
1ZqKCseNe8FIZRDyl2E2Ac,Tacky,"""Weird Al"" Yankovic",desire
1zYtQplEXZK3EeQYjQdynI,Jackson Park Express,"""Weird Al"" Yankovic",desire
4uiOr8JwetRPONxHH60a7M,"Perform This Way (Parody of ""Born This Way"" by Lady Gaga)","""Weird Al"" Yankovic",desire
6oraLzkpoAHXNaLDh1H2b7,CNR,"""Weird Al"" Yankovic",desire
2Y9YdGPN7AtVfpTvXfRbc6,"TMZ (Parody of ""You Belong With Me"" by Taylor Swift)","""Weird Al"" Yankovic",heartbreak
5082f0BqXte48i3dpWmcJN,Skipper Dan,"""Weird Al"" Yankovic",desire
2ELqO1C2U6vhg1BfYp7QhG,Polka Face,"""Weird Al"" Yankovic",rebellion
1drv4FMcCNrhBCL6S0vxjz,Craigslist,"""Weird Al"" Yankovic",heartbreak
5eZaT21ZVGyGHJ8kcwaNxA,"Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)","""Weird Al"" Yankovic",desire
4kRcTEWYGAS4eYdIgMawjG,Ringtone,"""Weird Al"" Yankovic",heartbreak
0rUzGdhaASjsFbEmOcSC6k,"Whatever You Like (Parody of ""Whatever You Like"" by T.I.)","""Weird Al"" Yankovic",inspiration
0dHucIuRYXSyl8f5nhewux,Stop Forwarding That Crap to Me,"""Weird Al"" Yankovic",rebellion
7iAnfpIHu1cDsxovakGoCq,Another One Rides the Bus,"""Weird Al"" Yankovic",desire
57OqCwzNsCVYwSbfKbDzyY,Polkas On 45,"""Weird Al"" Yankovic",family
0WuYuWhLws8VahMy2zLLRJ,Eat It,"""Weird Al"" Yankovic",desire
3dTuAv5fc7dUffZkWja4AR,I Lost On Jeopardy,"""Weird Al"" Yankovic",family
0dgoXwibX8inebNrM85muT,Yoda,"""Weird Al"" Yankovic",heartbreak
3NkjFB5wQ427qt4YCMnXfq,One More Minute,"""Weird Al"" Yankovic",desire
3XhyafaTVD6ViaRFIL4bNo,Like a Surgeon,"""Weird Al"" Yankovic",inspiration
0f2SpeQKNC5WSVg0HwABYS,Dare to Be Stupid,"""Weird Al"" Yankovic",desire
3f7rtaWhJ7FYJ8mNKKqCkU,Dog Eat Dog,"""Weird Al"" Yankovic",desire
4yhVY2BRl4KyCUJF3axg1V,Lasagna,"""Weird Al"" Yankovic",heartbreak
1DLKhsfd0Sqd56oB1VkB5N,Melanie,"""Weird Al"" Yankovic",desire
4bnqosidHvNAGENKTFm5Vm,Fat,"""Weird Al"" Yankovic",loss
1u8T5EVNoIP7bxcn4ZMlsm,The Biggest Ball of Twine In Minnesota,"""Weird Al"" Yankovic",desire
1G3G5z9qYqUOqqxC5DGKLu,Trigger Happy,"""Weird Al"" Yankovic",desire
5Q1qSEtljHQzUygQTt0Ykw,Smells Like Nirvana,"""Weird Al"" Yankovic",inspiration
2Ugsexx0ebfAFPY4fFMHYX,You Don't Love Me Anymore,"""Weird Al"" Yankovic",love
6HdPLKXFecMzdQo1PQ1ls9,Bedrock Anthem,"""Weird Al"" Yankovic",heartbreak
1RTIoQhKBY0b0uu4EKxUv4,"Frank's 2000"" TV","""Weird Al"" Yankovic",desire
0SRySF6oTGU5u56gIzzJkm,Jurassic Park,"""Weird Al"" Yankovic",desire
6nofbMbadUdrtZmIsBHyYE,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic",desire
6LlUAzeDR4D5y0YsCkAlFO,"Gump (Parody of ""Lump"" by The Presidents of the United States)","""Weird Al"" Yankovic",heartbreak
1RLLZU8KLPbezWwPQU0aJg,The Night Santa Went Crazy,"""Weird Al"" Yankovic",desire
131gKgA5Dj3OFmnHP81Taz,Your Horoscope for Today,"""Weird Al"" Yankovic",desire
4PZvyMc32DVXmvk75qPVHN,"The Saga Begins (Lyrical Adaption of ""American Pie"")","""Weird Al"" Yankovic",heartbreak
0LcaqqB5UGlJ3DOLImE7bv,Albuquerque,"""Weird Al"" Yankovic",desire
1vaico2C72imYowF4Kv04V,"Ebay (Parody of ""I Want It That Way"" by the Backstreet Boys)","""Weird Al"" Yankovic",loss
1m6LYAWyCdRjpIr3ttANsr,Hardware Store,"""Weird Al"" Yankovic",heartbreak
4tQ2MnS4IMe6LzW554Hf1Y,I'll Sue Ya,"""Weird Al"" Yankovic",desire
77lZ5O8fojbuYiEskfqJpP,"Canadian Idiot (Parody of ""American Idiot"" by Green Day)","""Weird Al"" Yankovic",desperation
2atAKRdZxGmXdaI9I6YN06,Pancreas,"""Weird Al"" Yankovic",rebellion
37k30OqiXwSTCHmRLAZSiw,Don't Download This Song,"""Weird Al"" Yankovic",desire
4uPOZjjtf8hwD7uxArwVh4,"Trapped In the Drive-Thru (Parody of ""Trapped In The Closet"" by R. Kelly)","""Weird Al"" Yankovic",desire
1laOHvnWEgzbS1TTKxvr3D,Pancreas,"""Weird Al"" Yankovic",rebellion
1gloYGAZI6eHp6MEPjLuL3,"Canadian Idiot (Parody of ""American Idiot"" by Green Day)","""Weird Al"" Yankovic",desperation
441FMk4c25CSnKEM7sGqPC,I'll Sue Ya,"""Weird Al"" Yankovic",desire
4FGHfwMHfsml5VJbrD2ARk,Polkarama!,"""Weird Al"" Yankovic",rebellion
6gdf0urHTdAPJx1sr1joRJ,Virus Alert,"""Weird Al"" Yankovic",heartbreak
4PI3sEk50JmiHG5Eh8TqGI,Weasel Stomping Day,"""Weird Al"" Yankovic",desire
7fuPWjOpUMTKdjMIaCwlt6,Close But No Cigar,"""Weird Al"" Yankovic",desire
3hy3Q6eaItpp1ZPRp7Np4e,"Trapped In the Drive-Thru (Parody of ""Trapped In The Closet"" by R. Kelly)","""Weird Al"" Yankovic",desire
4meWaS5tzF1IDU7DrwHmxZ,Don't Download This Song,"""Weird Al"" Yankovic",desire
2Q26sym8OSOl6PfH7LLPtJ,Hardware Store,"""Weird Al"" Yankovic",heartbreak
518qqoaCUOqwFFXmR6bSWX,"Trash Day (Parody of ""Hot In Herre"" by Nelly)","""Weird Al"" Yankovic",desperation
5AQT781Qa3UmmKIkqUloxC,Party At the Leper Colony,"""Weird Al"" Yankovic",family
7An9RjFCMkUTH1Wa89HgPO,Angry White Boy Polka,"""Weird Al"" Yankovic",loss
47flvV7zcffkchY25jFcWa,Why Does This Always Happen to Me?,"""Weird Al"" Yankovic",desire
4vHb50VkxDzHYwLiHfWczK,"Ebay (Parody of ""I Want It That Way"" by the Backstreet Boys)","""Weird Al"" Yankovic",loss
3iypHvZowqXC9DYrsz8h14,Genius In France,"""Weird Al"" Yankovic",desire
74sUbOF9Zm8LdGUJjxleTl,"The Saga Begins (Lyrical Adaption of ""American Pie"")","""Weird Al"" Yankovic",heartbreak
5ugw6qWHBB7Jlkj4SFygDU,My Baby's In Love With Eddie Vedder,"""Weird Al"" Yankovic",heartbreak
1il5vff90a9tyyBmDTnuAM,The Weird Al Show Theme,"""Weird Al"" Yankovic",desire
3yzbvFaSKn6WR6MhwJhbfV,Germs,"""Weird Al"" Yankovic",desire
4N9mlIqnFgkhoxuWpbvUyg,Polka Power!,"""Weird Al"" Yankovic",desperation
1dZcanlE0rmnVttPxCzmd6,Your Horoscope for Today,"""Weird Al"" Yankovic",desire
0ccvyyubmWHENz2gTbZjYV,Truck Drivin' Song,"""Weird Al"" Yankovic",heartbreak
2Ec0liSMY2h4XORHyzKCmY,Albuquerque,"""Weird Al"" Yankovic",desire
5r96TaQquRrlo3Ym3ZlSL2,"Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)","""Weird Al"" Yankovic",desire
4Rux5KiMn9zvoNlunVU2Fc,"Cavity Search (Parody of ""Hold Me, Thrill Me, Kiss Me, Kill Me"" by U2)","""Weird Al"" Yankovic",desire
4UMj18ePGe8cay5oImWSxF,Callin' In Sick,"""Weird Al"" Yankovic",family
6h77X5H4dP9l2jzG92vVv0,The Alternative Polka,"""Weird Al"" Yankovic",rebellion
3PVfuCu2tfkDbtlCIL5R3m,"Gump (Parody of ""Lump"" by The Presidents of the United States)","""Weird Al"" Yankovic",heartbreak
01pQM7r692IM1HB3iHttGJ,I'm so Sick of You,"""Weird Al"" Yankovic",family
7nZQoSYMb3K1NIj4fKnP00,"Syndicated Inc. (Parody of ""Misery"" by Soul Asylum)","""Weird Al"" Yankovic",desire
78tMc7fBjKTx6iw9NG8HOD,I Remember Larry,"""Weird Al"" Yankovic",desire
0Xp7m7q1i3RrqbZhJzxlqK,"Phony Calls (Parody of ""Waterfalls"" by TLC)","""Weird Al"" Yankovic",desire
6leusOAUcF7GjBp0SzHsml,The Night Santa Went Crazy,"""Weird Al"" Yankovic",desire
1PXqvrXfwlXUEqW5qi21HE,Jurassic Park,"""Weird Al"" Yankovic",desire
2BjYUxiUeM5rGi2q1unczB,Bedrock Anthem,"""Weird Al"" Yankovic",heartbreak
3fG2SsdDFb0EDa1gVptZVF,"Frank's 2000"" TV","""Weird Al"" Yankovic",desire
5ms0RwuQi70G81wwOzmVrJ,Achy Breaky Song,"""Weird Al"" Yankovic",desire
0GpIqtPdeP3GoS5lSaHXHL,Talk Soup,"""Weird Al"" Yankovic",desire
3SF2TrDDOQIRAmdBVA0ieV,Livin' In the Fridge,"""Weird Al"" Yankovic",desire
1usJpIHmX39HGriJO0LPpv,She Never Told Me She Was a Mime,"""Weird Al"" Yankovic",desire
00qvBeYut9Vr5147r7lhn9,Harvey the Wonder Hamster,"""Weird Al"" Yankovic",desire
7eJBw9xuRv7csavD1r9GTN,Waffle King,"""Weird Al"" Yankovic",desire
5plT9JEaW0ygCv4lDzqDFj,Bohemian Polka,"""Weird Al"" Yankovic",family
4is3oF4FlWmedh3TK6Ke7z,Fat,"""Weird Al"" Yankovic",loss
4s5984sZ4jO7whQligqo1Z,Stuck In a Closet With Vanna White,"""Weird Al"" Yankovic",desire
2CstSu0GDI4dUFtE3VdubW,(This Song's Just) Six Words Long,"""Weird Al"" Yankovic",desire
4BonPv8hXe251iVGm1htRy,You Make Me,"""Weird Al"" Yankovic",inspiration
28RVgcunbeqvKT13T5mmi1,I Think I'm a Clone Now,"""Weird Al"" Yankovic",desire
6ndFFznccOQYr9kSvbtsgf,Lasagna,"""Weird Al"" Yankovic",heartbreak
7LLNDQrwTKCfWZfI2IiaZp,Melanie,"""Weird Al"" Yankovic",desire
0jfsW09C07H0jEftKVFb2v,Alimony,"""Weird Al"" Yankovic",desire
70PR4QBJsUIcSgSWSNwmRY,Velvet Elvis,"""Weird Al"" Yankovic",desire
7L60tCJco3oUvJy0OF6Vvq,Good Old Days,"""Weird Al"" Yankovic",desire
7jrzKC6yoUofoZMpPMVs3i,Living With a Hernia,"""Weird Al"" Yankovic",desperation
4kp88DDkUd5rO5jlYeLJCH,Dog Eat Dog,"""Weird Al"" Yankovic",desire
2zMUYAHJfDU5MKqoCusTwo,Addicted to Spuds,"""Weird Al"" Yankovic",desire
6VWa9PDPmN9EPI1hwHy3Yk,One of Those Days,"""Weird Al"" Yankovic",desire
0RJk4qKhfnCZK2M7Q7gKJi,Polka Party,"""Weird Al"" Yankovic",desire
5QvV970UYTv3KGL1tUmMWv,Here's Johnny,"""Weird Al"" Yankovic",desire
1PSYVUqq2Hq3ctSg0Yc3Kb,Don't Wear Those Shoes,"""Weird Al"" Yankovic",desperation
0KYMEvUppxmfdG9JOGIm0z,Toothless People,"""Weird Al"" Yankovic",desire
6He7HGAK721bVRUv3l6hwc,Good Enough for Now,"""Weird Al"" Yankovic",desire
79nOKa4cC3oMkzJT2kL0Jk,Christmas at Ground Zero,"""Weird Al"" Yankovic",desire
0fyBYsrmpihh1mfalssDlB,King Tulip,$uicideBoy$,desire
7v2azTfke2BR57lh2HxPQo,Bring Out Your Dead,$uicideBoy$,desperation
53AiGAa0Qi2VbX7eUpur1U,Nicotine Patches,$uicideBoy$,loss
1ZKueMWFwl6qPxczBLqJII,122 Days,$uicideBoy$,inspiration
6oyeeA0sHwHM1pPpZaIsrD,Phantom Menace,$uicideBoy$,desire
0muyqlnerINIqPQ3rTMAaI,WAR TIME ALL THE TIME,$uicideBoy$,heartbreak
5SJUjbpVLHbiRTXZ5oLsa6,Coma,$uicideBoy$,desire
1cZfcbIJLHaJ0cXdsqAufP,Long Gone (Save Me From This Hell),$uicideBoy$,family
6VFKlX5qzxwmIiezqeqNYG,Meet Mr. NICEGUY,$uicideBoy$,rebellion
7wPHEEGn0rWMZEDrDcOaDa,Carrollton,$uicideBoy$,desire
1kplm95KV4UuZ2JTbfzKiO,FUCK the Industry,$uicideBoy$,escapism
3uFIs3qxfZEySGZpZQFUQJ,This Fire,(hed) p.e.,inspiration
6vx3GVWSccuS3OY4ot35Gy,Takeover,(hed) p.e.,inspiration
7MwZdFmTola2vr2r3suVEG,Menina,(hed) p.e.,desire
20ikGQNaTbDiOxzXo6BUT7,Forward Go!,(hed) p.e.,desire
7EWS7mVbFD2L0dUidSajAJ,Bad News,(hed) p.e.,desire
4HOJFjBmoibVa7JetD62El,Murder,(hed) p.e.,desire
2OFSmfWc2zsBXd129OkPW7,No More Secrets,(hed) p.e.,desire
7lkKur5Gjv72EJcfrTw1yw,It's Alright!,(hed) p.e.,desire
1gT0VAzWW4oDDueqb2ZV31,Live Or Die Free,(hed) p.e.,desire
2RC6IFTCLhANuD3zahp17w,Bloodfire,(hed) p.e.,inspiration
2lksym6624gUVDHXTsCVQe,Ordo (ab Chao),(hed) p.e.,rebellion
6taFtmSNoafvyZxVJgvxlW,Stepping Stone,(hed) p.e.,desire
3T8NLa7YUBp2YdXPUAWS03,Renegade,(hed) p.e.,rebellion
4bjhGmdNw1NxPkWltM5Ar0,Everything All The Time,(hed) p.e.,desperation
5Y1asRTTHpydnKoVrTuF24,Planet X,(hed) p.e.,desire
5b6DNMWKeKFgvzpR65GIal,Tow The Line,(hed) p.e.,heartbreak
1XIhtKBAoGmvQo4nDzSlVk,Self Aware,(hed) p.e.,desire
7vhyMqrUusxXzPTqT5bDNj,This Love,(hed) p.e.,desire
7fT8HUG1zIVC6YMdc4oyC7,White Collars,(hed) p.e.,greed
5xrbNyCTZgXlD59xih2UK5,Beware Do We Go,(hed) p.e.,heartbreak
2Y7tFogGEZeROUfX8WVQle,Lets Ride,(hed) p.e.,desire
7pfy9rf1vCLPryc9Qgbsuq,The Chosen One,(hed) p.e.,rebellion
494DebrXoSlc4k4l7lE8B0,Represent,(hed) p.e.,desperation
0dY7CeoOMM3dhE7gqRwyXN,Wake Up,(hed) p.e.,desire
40F6hDk7Z7PJNua8SSErJH,Raise Hell,(hed) p.e.,desperation
2BaGbqDQPUttizDCVTvUBe,Daydreams,(hed) p.e.,desire
5O2z1NVVPjJJcZgJ8kD286,Not Dead Yet,(hed) p.e.,desire
7xUdgWfWtmHD729eHVfkDL,Halcyon Days,...And You Will Know Us By The Trail Of Dead,family
2vhDF8Nsldj2qUID5JffOv,Inland Sea,...And You Will Know Us By The Trail Of Dead,desire
46drvctgjvpfAwxDMSqBfG,Insatiable (Two),...And You Will Know Us By The Trail Of Dead,desire
2aADjy1kLDCFLuImvbmQVL,Wasted State Of Mind,...And You Will Know Us By The Trail Of Dead,desire
0KJRJ1ESigvu5ovcNlftIY,Witch's Web,...And You Will Know Us By The Trail Of Dead,desire
2aD2zfgjzNmG7cfqpbMhnY,Sunken Dreams,...And You Will Know Us By The Trail Of Dead,desire
2ax7E61BGskOAa4eMJQe4J,The Summer Of '91,...And You Will Know Us By The Trail Of Dead,desire
4h5yKD43i8XF9R5ddwKZuK,The Rest Will Follow,...And You Will Know Us By The Trail Of Dead,inspiration
5MMmgYKkzANsjrXhWUKVeJ,Caterwaul,...And You Will Know Us By The Trail Of Dead,greed
1eTd4rqNUbAa3M7DcZ55OP,The Lost City Of Refuge,...And You Will Know Us By The Trail Of Dead,desire
6cl64wfCZDTD8nHy1PIRfB,Midnight Hour,? (Question Mark) & The Mysterians,desire
3eFRjeJ74r4fmo0kXTdi8Y,Waking Up,10 Years,desire
4cEFi2ofPSt18FZREpZm8i,Cast It Out,10 Years,desire
3pO37BXsjMC2wApALxGbuB,Wasteland,10 Years,escapism
09XHdVTKxnBRsPgX6PDe5Y,Seasons To Cycles,10 Years,desire
